item_id,order_id,product_category,product_name,quantity,unit_price,total_price
1061,343,Clothing,Clothing_Product_5,2,141.42,282.84
1062,343,Clothing,Clothing_Product_11,3,45.15,135.45
1063,343,Electronics,Electronics_Product_46,3,95.59,286.77
1064,344,Electronics,Electronics_Product_41,1,61.11,61.11
1065,344,Clothing,Clothing_Product_22,2,23.14,46.28
1066,344,Sports,Sports_Product_21,3,105.55,316.65
1067,344,Electronics,Electronics_Product_38,3,72.91,218.73
1068,344,Electronics,Electronics_Product_28,2,247.28,494.56
1069,345,Electronics,Electronics_Product_48,3,400.69,1202.07
1070,345,Home & Garden,Home & Garden_Product_25,1,48.17,48.17
1071,345,Clothing,Clothing_Product_47,3,112.86,338.58
1072,345,Home & Garden,Home & Garden_Product_6,1,68.87,68.87
1073,345,Home & Garden,Home & Garden_Product_3,1,104.46,104.46
1074,346,Clothing,Clothing_Product_27,1,143.96,143.96
1075,347,Electronics,Electronics_Product_28,1,409.76,409.76
1076,347,Clothing,Clothing_Product_1,1,53.17,53.17
1077,347,Books,Books_Product_17,1,16.54,16.54
1078,347,Home & Garden,Home & Garden_Product_30,1,242.49,242.49
1079,347,Books,Books_Product_32,3,16.62,49.86
1080,348,Electronics,Electronics_Product_40,2,256.82,513.64
1081,349,Sports,Sports_Product_37,2,192.24,384.48
1082,349,Home & Garden,Home & Garden_Product_22,3,270.08,810.24
1083,349,Home & Garden,Home & Garden_Product_43,1,118.16,118.16
1084,350,Clothing,Clothing_Product_50,3,56.27,168.81
1085,350,Sports,Sports_Product_28,1,64.58,64.58
1086,350,Clothing,Clothing_Product_20,3,62.66,187.98
1087,350,Clothing,Clothing_Product_4,2,114.16,228.32
1088,350,Books,Books_Product_7,2,22.01,44.02
1089,351,Home & Garden,Home & Garden_Product_16,1,258.01,258.01
1090,351,Clothing,Clothing_Product_45,1,39.92,39.92
1091,352,Clothing,Clothing_Product_27,2,73.64,147.28
1092,352,Home & Garden,Home & Garden_Product_11,1,110.75,110.75
1093,352,Home & Garden,Home & Garden_Product_5,3,286.09,858.27
1094,352,Sports,Sports_Product_28,1,187.07,187.07
1095,352,Clothing,Clothing_Product_31,2,76.18,152.36
1096,353,Clothing,Clothing_Product_16,2,68.15,136.3
1097,354,Sports,Sports_Product_38,2,111.08,222.16
1098,354,Electronics,Electronics_Product_19,1,243.55,243.55
1099,354,Electronics,Electronics_Product_11,2,412.04,824.08
1100,354,Home & Garden,Home & Garden_Product_7,1,190.23,190.23
1101,355,Electronics,Electronics_Product_35,1,381.84,381.84
1102,356,Clothing,Clothing_Product_42,3,32.0,96.0
1103,356,Electronics,Electronics_Product_12,2,73.11,146.22
1104,356,Electronics,Electronics_Product_44,2,181.14,362.28
1105,356,Home & Garden,Home & Garden_Product_43,2,253.22,506.44
1106,357,Electronics,Electronics_Product_22,2,124.35,248.7
1107,357,Electronics,Electronics_Product_3,1,498.34,498.34
1108,357,Home & Garden,Home & Garden_Product_11,1,251.79,251.79
1109,357,Sports,Sports_Product_7,2,169.23,338.46
1110,357,Electronics,Electronics_Product_5,3,181.14,543.42
1111,358,Electronics,Electronics_Product_17,3,79.22,237.66
1112,358,Electronics,Electronics_Product_7,3,399.23,1197.69
1113,358,Clothing,Clothing_Product_3,2,49.09,98.18
1114,358,Clothing,Clothing_Product_45,1,64.03,64.03
1115,358,Clothing,Clothing_Product_20,3,78.83,236.49
1116,359,Home & Garden,Home & Garden_Product_16,2,249.95,499.9
1117,359,Sports,Sports_Product_21,3,173.25,519.75
1118,359,Electronics,Electronics_Product_10,3,257.58,772.74
1119,360,Electronics,Electronics_Product_10,1,314.46,314.46
1120,361,Books,Books_Product_5,3,15.04,45.12
1121,362,Sports,Sports_Product_16,3,145.35,436.05
1122,362,Home & Garden,Home & Garden_Product_42,1,147.54,147.54
1123,362,Home & Garden,Home & Garden_Product_38,3,211.34,634.02
1124,363,Books,Books_Product_42,2,18.39,36.78
1125,363,Electronics,Electronics_Product_23,1,120.44,120.44
1126,363,Electronics,Electronics_Product_25,2,64.12,128.24
1127,364,Sports,Sports_Product_46,2,106.11,212.22
1128,364,Sports,Sports_Product_48,2,103.68,207.36
1129,365,Home & Garden,Home & Garden_Product_45,3,288.68,866.04
1130,365,Electronics,Electronics_Product_17,1,441.13,441.13
1131,365,Clothing,Clothing_Product_10,2,83.3,166.6
1132,365,Electronics,Electronics_Product_39,3,113.15,339.45
1133,366,Books,Books_Product_12,3,46.29,138.87
1134,366,Clothing,Clothing_Product_24,3,120.21,360.63
1135,366,Home & Garden,Home & Garden_Product_22,2,246.06,492.12
1136,366,Electronics,Electronics_Product_13,3,267.26,801.78
1137,367,Electronics,Electronics_Product_48,3,356.16,1068.48
1138,367,Clothing,Clothing_Product_38,3,89.01,267.03
1139,368,Books,Books_Product_3,3,17.87,53.61
1140,368,Clothing,Clothing_Product_19,3,113.48,340.44
1141,368,Clothing,Clothing_Product_19,1,118.25,118.25
1142,368,Clothing,Clothing_Product_5,3,72.95,218.85
1143,368,Clothing,Clothing_Product_39,2,134.17,268.34
1144,369,Electronics,Electronics_Product_15,3,191.83,575.49
1145,369,Clothing,Clothing_Product_3,3,59.04,177.12
1146,369,Sports,Sports_Product_17,3,141.98,425.94
1147,369,Clothing,Clothing_Product_3,1,20.56,20.56
1148,369,Electronics,Electronics_Product_26,1,419.68,419.68
1149,370,Clothing,Clothing_Product_35,2,144.62,289.24
1150,371,Books,Books_Product_50,3,10.65,31.95
1151,371,Home & Garden,Home & Garden_Product_43,3,112.68,338.04
1152,371,Electronics,Electronics_Product_35,1,494.99,494.99
1153,371,Home & Garden,Home & Garden_Product_16,1,107.64,107.64
1154,371,Books,Books_Product_22,3,25.56,76.68
1155,372,Clothing,Clothing_Product_28,3,46.03,138.09
1156,372,Electronics,Electronics_Product_2,2,341.08,682.16
1157,373,Electronics,Electronics_Product_11,2,387.23,774.46
1158,374,Home & Garden,Home & Garden_Product_14,2,142.21,284.42
1159,374,Home & Garden,Home & Garden_Product_20,2,127.59,255.18
1160,374,Books,Books_Product_5,3,37.66,112.98
1161,375,Books,Books_Product_16,1,44.93,44.93
1162,376,Sports,Sports_Product_12,2,164.02,328.04
1163,377,Sports,Sports_Product_50,3,84.07,252.21
1164,378,Clothing,Clothing_Product_40,3,35.87,107.61
1165,378,Electronics,Electronics_Product_23,1,87.47,87.47
1166,378,Electronics,Electronics_Product_17,3,412.97,1238.91
1167,378,Home & Garden,Home & Garden_Product_50,3,275.95,827.85
1168,378,Electronics,Electronics_Product_22,1,78.54,78.54
1169,379,Clothing,Clothing_Product_31,1,109.64,109.64
1170,379,Books,Books_Product_2,2,40.29,80.58
1171,380,Sports,Sports_Product_7,2,163.72,327.44
1172,380,Sports,Sports_Product_14,2,160.78,321.56
1173,380,Electronics,Electronics_Product_50,2,329.48,658.96
1174,381,Home & Garden,Home & Garden_Product_15,3,48.06,144.18
1175,381,Sports,Sports_Product_36,2,188.41,376.82
1176,381,Sports,Sports_Product_24,3,92.77,278.31
1177,381,Electronics,Electronics_Product_13,2,68.88,137.76
1178,381,Electronics,Electronics_Product_24,3,209.94,629.82
1179,382,Clothing,Clothing_Product_30,2,128.88,257.76
1180,382,Electronics,Electronics_Product_34,3,429.36,1288.08
1181,382,Home & Garden,Home & Garden_Product_31,1,61.45,61.45
1182,383,Home & Garden,Home & Garden_Product_8,2,178.93,357.86
1183,383,Home & Garden,Home & Garden_Product_21,3,38.77,116.31
1184,383,Electronics,Electronics_Product_19,2,291.69,583.38
1185,383,Electronics,Electronics_Product_43,2,97.96,195.92
1186,384,Home & Garden,Home & Garden_Product_18,1,250.24,250.24
1187,384,Clothing,Clothing_Product_34,1,73.56,73.56
1188,385,Electronics,Electronics_Product_27,2,188.77,377.54
1189,385,Electronics,Electronics_Product_12,2,491.56,983.12
1190,385,Home & Garden,Home & Garden_Product_39,3,264.77,794.31
1191,386,Sports,Sports_Product_17,1,88.44,88.44
1192,386,Sports,Sports_Product_12,1,80.7,80.7
1193,386,Home & Garden,Home & Garden_Product_15,1,187.2,187.2
1194,386,Electronics,Electronics_Product_49,3,190.17,570.51
1195,386,Clothing,Clothing_Product_36,3,131.7,395.1
1196,387,Sports,Sports_Product_43,3,120.56,361.68
1197,387,Electronics,Electronics_Product_20,1,452.9,452.9
1198,387,Books,Books_Product_22,3,26.81,80.43
1199,387,Electronics,Electronics_Product_7,1,73.42,73.42
1200,387,Books,Books_Product_31,1,33.53,33.53
1201,388,Clothing,Clothing_Product_7,3,66.95,200.85
1202,389,Electronics,Electronics_Product_6,1,472.85,472.85
1203,389,Clothing,Clothing_Product_45,3,44.07,132.21
1204,389,Sports,Sports_Product_31,1,135.4,135.4
1205,390,Home & Garden,Home & Garden_Product_44,3,64.2,192.6
1206,390,Clothing,Clothing_Product_44,1,148.65,148.65
1207,391,Sports,Sports_Product_50,3,125.92,377.76
1208,391,Sports,Sports_Product_4,1,111.21,111.21
1209,391,Clothing,Clothing_Product_13,2,99.72,199.44
1210,391,Sports,Sports_Product_26,1,76.22,76.22
1211,391,Books,Books_Product_19,3,26.46,79.38
1212,392,Electronics,Electronics_Product_46,1,435.26,435.26
1213,392,Clothing,Clothing_Product_1,2,104.28,208.56
1214,392,Books,Books_Product_48,1,26.22,26.22
1215,393,Home & Garden,Home & Garden_Product_38,3,185.69,557.07
1216,393,Electronics,Electronics_Product_46,1,351.96,351.96
1217,393,Electronics,Electronics_Product_3,3,499.17,1497.51
1218,394,Home & Garden,Home & Garden_Product_18,1,65.9,65.9
1219,395,Home & Garden,Home & Garden_Product_8,3,206.0,618.0
1220,396,Clothing,Clothing_Product_10,2,64.38,128.76
1221,397,Home & Garden,Home & Garden_Product_21,2,242.11,484.22
1222,397,Books,Books_Product_44,3,25.15,75.45
1223,398,Clothing,Clothing_Product_10,3,46.2,138.6
1224,398,Electronics,Electronics_Product_43,3,208.93,626.79
1225,398,Electronics,Electronics_Product_28,2,270.01,540.02
1226,399,Electronics,Electronics_Product_4,1,244.98,244.98
1227,400,Home & Garden,Home & Garden_Product_27,1,171.56,171.56
1228,401,Sports,Sports_Product_12,2,49.62,99.24
1229,402,Sports,Sports_Product_5,3,107.82,323.46
1230,402,Home & Garden,Home & Garden_Product_15,3,123.92,371.76
1231,402,Clothing,Clothing_Product_31,2,109.5,219.0
1232,402,Books,Books_Product_15,2,20.79,41.58
1233,403,Books,Books_Product_42,1,10.69,10.69
1234,403,Clothing,Clothing_Product_33,3,48.45,145.35
1235,403,Home & Garden,Home & Garden_Product_47,2,69.07,138.14
1236,403,Clothing,Clothing_Product_18,1,53.13,53.13
1237,404,Sports,Sports_Product_5,1,155.62,155.62
1238,404,Home & Garden,Home & Garden_Product_19,1,268.9,268.9
1239,404,Electronics,Electronics_Product_36,3,159.93,479.79
1240,404,Sports,Sports_Product_12,3,125.52,376.56
1241,404,Home & Garden,Home & Garden_Product_10,1,293.91,293.91
1242,405,Clothing,Clothing_Product_27,3,109.65,328.95
1243,406,Clothing,Clothing_Product_7,1,82.53,82.53
1244,406,Home & Garden,Home & Garden_Product_17,2,224.64,449.28
1245,406,Home & Garden,Home & Garden_Product_41,1,103.42,103.42
1246,406,Clothing,Clothing_Product_37,3,129.45,388.35
1247,406,Home & Garden,Home & Garden_Product_40,2,55.94,111.88
1248,407,Sports,Sports_Product_23,2,81.83,163.66
1249,407,Clothing,Clothing_Product_32,2,51.35,102.7
1250,408,Clothing,Clothing_Product_5,3,93.12,279.36
1251,408,Electronics,Electronics_Product_27,1,453.17,453.17
1252,409,Electronics,Electronics_Product_5,3,235.56,706.68
1253,410,Home & Garden,Home & Garden_Product_46,2,293.5,587.0
1254,411,Electronics,Electronics_Product_7,2,146.54,293.08
1255,411,Electronics,Electronics_Product_27,3,55.26,165.78
1256,412,Books,Books_Product_14,2,35.72,71.44
1257,413,Clothing,Clothing_Product_6,1,50.77,50.77
1258,414,Sports,Sports_Product_49,3,118.96,356.88
1259,414,Electronics,Electronics_Product_35,2,264.21,528.42
1260,414,Electronics,Electronics_Product_1,3,390.8,1172.4
1261,415,Sports,Sports_Product_22,2,62.86,125.72
1262,415,Electronics,Electronics_Product_37,1,276.67,276.67
1263,415,Electronics,Electronics_Product_23,2,242.2,484.4
1264,415,Sports,Sports_Product_2,1,122.35,122.35
1265,416,Books,Books_Product_18,3,32.87,98.61
1266,417,Electronics,Electronics_Product_3,3,120.63,361.89
1267,417,Home & Garden,Home & Garden_Product_13,1,82.88,82.88
1268,418,Electronics,Electronics_Product_15,2,77.57,155.14
1269,418,Home & Garden,Home & Garden_Product_47,3,38.5,115.5
1270,419,Clothing,Clothing_Product_44,2,118.36,236.72
1271,419,Clothing,Clothing_Product_31,1,109.43,109.43
1272,420,Electronics,Electronics_Product_12,3,218.54,655.62
1273,420,Home & Garden,Home & Garden_Product_6,1,271.08,271.08
1274,420,Sports,Sports_Product_27,1,62.06,62.06
1275,420,Electronics,Electronics_Product_18,1,153.17,153.17
1276,421,Home & Garden,Home & Garden_Product_38,3,268.63,805.89
1277,421,Sports,Sports_Product_29,2,185.5,371.0
1278,421,Electronics,Electronics_Product_43,3,498.75,1496.25
1279,421,Home & Garden,Home & Garden_Product_12,2,287.48,574.96
1280,421,Home & Garden,Home & Garden_Product_21,2,244.57,489.14
1281,422,Home & Garden,Home & Garden_Product_13,1,280.08,280.08
1282,422,Clothing,Clothing_Product_30,3,68.82,206.46
1283,422,Books,Books_Product_45,1,44.99,44.99
1284,423,Books,Books_Product_35,3,19.19,57.57
1285,423,Books,Books_Product_26,2,14.53,29.06
1286,424,Home & Garden,Home & Garden_Product_34,1,250.51,250.51
1287,424,Electronics,Electronics_Product_16,1,444.11,444.11
1288,424,Books,Books_Product_35,3,30.34,91.02
1289,424,Sports,Sports_Product_6,3,67.26,201.78
1290,424,Clothing,Clothing_Product_17,2,89.88,179.76
1291,425,Clothing,Clothing_Product_28,1,127.65,127.65
1292,425,Clothing,Clothing_Product_15,1,128.93,128.93
1293,425,Home & Garden,Home & Garden_Product_40,1,54.13,54.13
1294,426,Electronics,Electronics_Product_6,3,374.41,1123.23
1295,426,Home & Garden,Home & Garden_Product_44,1,116.9,116.9
1296,426,Electronics,Electronics_Product_3,1,431.25,431.25
1297,426,Sports,Sports_Product_45,3,161.51,484.53
1298,427,Sports,Sports_Product_21,1,151.54,151.54
1299,428,Sports,Sports_Product_6,3,166.4,499.2
1300,428,Electronics,Electronics_Product_29,1,135.69,135.69
1301,429,Home & Garden,Home & Garden_Product_48,3,45.46,136.38
1302,429,Books,Books_Product_23,1,11.03,11.03
1303,429,Clothing,Clothing_Product_42,3,107.38,322.14
1304,429,Electronics,Electronics_Product_6,1,181.46,181.46
1305,429,Clothing,Clothing_Product_37,3,39.23,117.69
1306,430,Clothing,Clothing_Product_10,1,83.85,83.85
1307,430,Electronics,Electronics_Product_40,3,393.45,1180.35
1308,430,Sports,Sports_Product_3,2,79.97,159.94
1309,430,Clothing,Clothing_Product_39,1,80.75,80.75
1310,430,Electronics,Electronics_Product_25,1,347.92,347.92
1311,431,Home & Garden,Home & Garden_Product_34,3,53.95,161.85
1312,431,Electronics,Electronics_Product_37,2,117.48,234.96
1313,431,Electronics,Electronics_Product_33,2,235.84,471.68
1314,432,Books,Books_Product_24,1,24.78,24.78
1315,432,Clothing,Clothing_Product_25,3,42.13,126.39
1316,433,Home & Garden,Home & Garden_Product_4,2,40.63,81.26
1317,434,Electronics,Electronics_Product_36,3,234.58,703.74
1318,434,Clothing,Clothing_Product_50,1,66.16,66.16
1319,434,Home & Garden,Home & Garden_Product_12,3,201.79,605.37
1320,434,Electronics,Electronics_Product_8,1,77.32,77.32
1321,435,Electronics,Electronics_Product_34,3,287.86,863.58
1322,435,Home & Garden,Home & Garden_Product_17,3,100.63,301.89
1323,435,Books,Books_Product_31,3,35.75,107.25
1324,435,Clothing,Clothing_Product_13,3,141.02,423.06
1325,436,Home & Garden,Home & Garden_Product_5,3,80.67,242.01
1326,436,Clothing,Clothing_Product_5,3,51.49,154.47
1327,436,Electronics,Electronics_Product_19,3,230.04,690.12
1328,436,Home & Garden,Home & Garden_Product_43,3,170.87,512.61
1329,437,Clothing,Clothing_Product_27,1,40.62,40.62
1330,437,Sports,Sports_Product_47,3,47.84,143.52
1331,437,Sports,Sports_Product_20,1,100.41,100.41
1332,438,Electronics,Electronics_Product_19,2,443.05,886.1
1333,438,Books,Books_Product_23,1,35.27,35.27
1334,438,Books,Books_Product_3,2,24.95,49.9
1335,439,Clothing,Clothing_Product_24,3,49.78,149.34
1336,439,Clothing,Clothing_Product_13,2,108.81,217.62
1337,440,Home & Garden,Home & Garden_Product_27,2,156.85,313.7
1338,441,Sports,Sports_Product_33,3,114.77,344.31
1339,441,Books,Books_Product_47,1,10.9,10.9
1340,441,Electronics,Electronics_Product_33,3,158.65,475.95
1341,442,Electronics,Electronics_Product_47,2,492.03,984.06
1342,442,Books,Books_Product_4,3,28.63,85.89
1343,442,Home & Garden,Home & Garden_Product_44,2,121.78,243.56
1344,442,Home & Garden,Home & Garden_Product_16,2,298.14,596.28
1345,442,Electronics,Electronics_Product_13,2,147.26,294.52
1346,443,Electronics,Electronics_Product_8,3,191.78,575.34
1347,443,Clothing,Clothing_Product_7,1,48.84,48.84
1348,443,Electronics,Electronics_Product_34,2,370.09,740.18
1349,443,Clothing,Clothing_Product_35,1,134.22,134.22
1350,443,Electronics,Electronics_Product_38,1,489.02,489.02
1351,444,Home & Garden,Home & Garden_Product_9,1,83.46,83.46
1352,445,Home & Garden,Home & Garden_Product_27,1,299.85,299.85
1353,445,Sports,Sports_Product_49,1,151.59,151.59
1354,445,Home & Garden,Home & Garden_Product_25,2,166.32,332.64
1355,445,Electronics,Electronics_Product_50,2,482.33,964.66
1356,446,Home & Garden,Home & Garden_Product_1,1,171.61,171.61
1357,446,Books,Books_Product_2,1,18.35,18.35
1358,446,Home & Garden,Home & Garden_Product_8,2,120.34,240.68
1359,446,Clothing,Clothing_Product_1,3,128.89,386.67
1360,446,Electronics,Electronics_Product_41,2,219.78,439.56
1361,447,Electronics,Electronics_Product_8,3,177.64,532.92
1362,447,Books,Books_Product_40,1,46.32,46.32
1363,447,Home & Garden,Home & Garden_Product_23,3,135.78,407.34
1364,447,Electronics,Electronics_Product_39,2,76.08,152.16
1365,448,Sports,Sports_Product_50,3,177.4,532.2
1366,449,Electronics,Electronics_Product_15,1,292.65,292.65
1367,449,Clothing,Clothing_Product_38,1,82.06,82.06
1368,449,Electronics,Electronics_Product_11,1,498.62,498.62
1369,449,Sports,Sports_Product_39,1,52.59,52.59
1370,449,Home & Garden,Home & Garden_Product_29,1,69.93,69.93
1371,450,Clothing,Clothing_Product_17,1,74.37,74.37
1372,450,Books,Books_Product_19,3,37.82,113.46
1373,450,Electronics,Electronics_Product_3,3,291.25,873.75
1374,451,Home & Garden,Home & Garden_Product_16,2,240.06,480.12
1375,451,Clothing,Clothing_Product_48,2,71.41,142.82
1376,451,Electronics,Electronics_Product_48,1,362.16,362.16
1377,452,Clothing,Clothing_Product_13,1,130.05,130.05
1378,452,Sports,Sports_Product_24,1,34.69,34.69
1379,453,Clothing,Clothing_Product_25,1,98.97,98.97
1380,453,Electronics,Electronics_Product_48,2,255.03,510.06
1381,453,Electronics,Electronics_Product_17,1,478.75,478.75
1382,453,Sports,Sports_Product_33,2,87.26,174.52
1383,454,Electronics,Electronics_Product_41,2,307.42,614.84
1384,454,Sports,Sports_Product_42,3,99.28,297.84
1385,454,Books,Books_Product_17,3,34.85,104.55
1386,454,Electronics,Electronics_Product_16,1,483.41,483.41
1387,454,Clothing,Clothing_Product_29,3,92.09,276.27
1388,455,Clothing,Clothing_Product_36,3,50.87,152.61
1389,455,Home & Garden,Home & Garden_Product_3,2,172.72,345.44
1390,456,Electronics,Electronics_Product_8,3,218.44,655.32
1391,456,Electronics,Electronics_Product_45,2,350.16,700.32
1392,457,Home & Garden,Home & Garden_Product_37,2,42.82,85.64
1393,458,Home & Garden,Home & Garden_Product_37,2,246.89,493.78
1394,458,Electronics,Electronics_Product_17,2,57.1,114.2
1395,458,Home & Garden,Home & Garden_Product_46,3,74.71,224.13
1396,458,Home & Garden,Home & Garden_Product_50,2,284.5,569.0
1397,458,Home & Garden,Home & Garden_Product_19,3,248.18,744.54
1398,459,Home & Garden,Home & Garden_Product_47,3,235.06,705.18
1399,459,Home & Garden,Home & Garden_Product_6,2,235.49,470.98
1400,459,Sports,Sports_Product_24,3,76.72,230.16
1401,459,Home & Garden,Home & Garden_Product_16,3,201.93,605.79
1402,459,Electronics,Electronics_Product_2,2,304.4,608.8
1403,460,Sports,Sports_Product_12,1,124.66,124.66
1404,460,Sports,Sports_Product_19,1,43.96,43.96
1405,460,Sports,Sports_Product_26,2,160.85,321.7
1406,460,Home & Garden,Home & Garden_Product_27,1,289.37,289.37
1407,460,Home & Garden,Home & Garden_Product_31,3,36.2,108.6
1408,461,Clothing,Clothing_Product_2,2,35.3,70.6
1409,461,Home & Garden,Home & Garden_Product_20,1,76.96,76.96
1410,462,Books,Books_Product_39,3,38.98,116.94
1411,462,Electronics,Electronics_Product_24,3,351.57,1054.71
1412,462,Home & Garden,Home & Garden_Product_9,3,272.6,817.8
1413,462,Home & Garden,Home & Garden_Product_19,1,181.51,181.51
1414,462,Sports,Sports_Product_43,2,182.02,364.04
1415,463,Books,Books_Product_40,3,46.09,138.27
1416,464,Clothing,Clothing_Product_26,1,91.4,91.4
1417,464,Home & Garden,Home & Garden_Product_10,3,126.85,380.55
1418,464,Clothing,Clothing_Product_25,3,54.59,163.77
1419,464,Home & Garden,Home & Garden_Product_5,3,123.07,369.21
1420,465,Electronics,Electronics_Product_7,2,266.87,533.74
1421,465,Home & Garden,Home & Garden_Product_50,1,215.13,215.13
1422,466,Sports,Sports_Product_49,2,79.9,159.8
1423,466,Electronics,Electronics_Product_26,2,429.49,858.98
1424,467,Electronics,Electronics_Product_33,2,314.43,628.86
1425,467,Electronics,Electronics_Product_11,1,454.55,454.55
1426,467,Clothing,Clothing_Product_43,1,49.09,49.09
1427,467,Sports,Sports_Product_25,2,100.99,201.98
1428,467,Electronics,Electronics_Product_33,2,74.82,149.64
1429,468,Electronics,Electronics_Product_22,3,350.74,1052.22
1430,468,Sports,Sports_Product_4,1,169.08,169.08
1431,469,Clothing,Clothing_Product_18,3,27.28,81.84
1432,470,Electronics,Electronics_Product_21,3,322.94,968.82
1433,471,Clothing,Clothing_Product_34,3,120.58,361.74
1434,472,Sports,Sports_Product_27,3,191.15,573.45
1435,472,Home & Garden,Home & Garden_Product_15,2,43.58,87.16
1436,473,Electronics,Electronics_Product_29,2,453.07,906.14
1437,473,Home & Garden,Home & Garden_Product_46,1,135.5,135.5
1438,473,Books,Books_Product_26,3,45.42,136.26
1439,474,Home & Garden,Home & Garden_Product_2,2,191.0,382.0
1440,474,Home & Garden,Home & Garden_Product_47,2,54.86,109.72
1441,474,Home & Garden,Home & Garden_Product_4,2,158.02,316.04
1442,474,Books,Books_Product_5,3,32.62,97.86
1443,475,Electronics,Electronics_Product_35,3,471.46,1414.38
1444,475,Electronics,Electronics_Product_13,1,486.63,486.63
1445,475,Clothing,Clothing_Product_21,1,31.59,31.59
1446,476,Home & Garden,Home & Garden_Product_26,2,76.24,152.48
1447,476,Electronics,Electronics_Product_30,1,295.11,295.11
1448,476,Electronics,Electronics_Product_44,1,432.3,432.3
1449,477,Electronics,Electronics_Product_8,2,123.52,247.04
1450,478,Sports,Sports_Product_43,3,66.65,199.95
1451,478,Clothing,Clothing_Product_37,3,80.8,242.4
1452,479,Clothing,Clothing_Product_5,2,44.75,89.5
1453,479,Sports,Sports_Product_17,2,120.41,240.82
1454,479,Home & Garden,Home & Garden_Product_38,1,226.02,226.02
1455,480,Electronics,Electronics_Product_33,2,438.86,877.72
1456,480,Electronics,Electronics_Product_18,2,417.86,835.72
1457,480,Electronics,Electronics_Product_14,2,73.81,147.62
1458,481,Sports,Sports_Product_7,3,94.71,284.13
1459,481,Books,Books_Product_32,3,46.2,138.6
1460,481,Home & Garden,Home & Garden_Product_5,1,75.99,75.99
1461,482,Sports,Sports_Product_38,2,136.84,273.68
1462,483,Sports,Sports_Product_17,1,42.91,42.91
1463,483,Clothing,Clothing_Product_37,1,146.58,146.58
1464,483,Clothing,Clothing_Product_47,2,115.49,230.98
1465,483,Home & Garden,Home & Garden_Product_15,2,148.24,296.48
1466,483,Sports,Sports_Product_33,1,119.39,119.39
1467,484,Clothing,Clothing_Product_2,2,149.47,298.94
1468,484,Clothing,Clothing_Product_48,2,94.42,188.84
1469,485,Clothing,Clothing_Product_47,3,111.37,334.11
1470,486,Clothing,Clothing_Product_30,1,140.52,140.52
1471,486,Clothing,Clothing_Product_16,2,27.94,55.88
1472,486,Books,Books_Product_1,1,30.73,30.73
1473,486,Clothing,Clothing_Product_10,3,20.29,60.87
1474,487,Home & Garden,Home & Garden_Product_41,1,76.15,76.15
1475,488,Clothing,Clothing_Product_44,2,40.7,81.4
1476,488,Sports,Sports_Product_35,2,89.06,178.12
1477,488,Books,Books_Product_17,3,47.48,142.44
1478,489,Home & Garden,Home & Garden_Product_42,3,227.77,683.31
1479,489,Sports,Sports_Product_9,3,55.49,166.47
1480,489,Clothing,Clothing_Product_49,2,71.73,143.46
1481,489,Home & Garden,Home & Garden_Product_35,3,40.65,121.95
1482,490,Electronics,Electronics_Product_19,3,330.55,991.65
1483,490,Sports,Sports_Product_9,1,176.91,176.91
1484,490,Sports,Sports_Product_3,2,31.61,63.22
1485,491,Home & Garden,Home & Garden_Product_28,3,92.05,276.15
1486,491,Books,Books_Product_17,3,33.93,101.79
1487,491,Clothing,Clothing_Product_20,1,57.94,57.94
1488,491,Sports,Sports_Product_40,3,84.1,252.3
1489,491,Clothing,Clothing_Product_6,3,101.84,305.52
1490,492,Clothing,Clothing_Product_30,3,101.39,304.17
1491,492,Books,Books_Product_45,1,40.05,40.05
1492,492,Home & Garden,Home & Garden_Product_16,1,54.75,54.75
1493,493,Clothing,Clothing_Product_35,1,70.76,70.76
1494,493,Sports,Sports_Product_40,1,139.93,139.93
1495,493,Clothing,Clothing_Product_40,1,69.46,69.46
1496,493,Electronics,Electronics_Product_32,2,332.52,665.04
1497,493,Home & Garden,Home & Garden_Product_10,3,162.97,488.91
1498,494,Home & Garden,Home & Garden_Product_46,2,147.85,295.7
1499,494,Sports,Sports_Product_21,1,171.48,171.48
1500,494,Clothing,Clothing_Product_3,3,45.5,136.5
1501,494,Sports,Sports_Product_34,3,118.12,354.36
1502,494,Electronics,Electronics_Product_41,3,339.6,1018.8
1503,495,Clothing,Clothing_Product_43,1,110.42,110.42
1504,495,Sports,Sports_Product_25,2,88.06,176.12
1505,496,Clothing,Clothing_Product_2,1,79.36,79.36
1506,496,Home & Garden,Home & Garden_Product_12,3,75.34,226.02
1507,496,Sports,Sports_Product_18,2,84.96,169.92
1508,496,Electronics,Electronics_Product_30,2,470.4,940.8
1509,496,Home & Garden,Home & Garden_Product_40,2,82.95,165.9
1510,497,Electronics,Electronics_Product_44,1,160.98,160.98
1511,497,Clothing,Clothing_Product_26,2,94.89,189.78
1512,497,Sports,Sports_Product_35,1,63.88,63.88
1513,498,Books,Books_Product_17,1,23.61,23.61
1514,498,Electronics,Electronics_Product_12,2,356.24,712.48
1515,498,Clothing,Clothing_Product_12,2,63.93,127.86
1516,498,Books,Books_Product_37,1,23.73,23.73
1517,498,Electronics,Electronics_Product_45,1,475.73,475.73
1518,499,Clothing,Clothing_Product_24,3,99.03,297.09
1519,499,Electronics,Electronics_Product_7,3,437.2,1311.6
1520,500,Home & Garden,Home & Garden_Product_42,1,129.69,129.69
1521,500,Clothing,Clothing_Product_36,2,54.17,108.34
1522,500,Clothing,Clothing_Product_50,2,99.28,198.56
