order_id,customer_id,order_date,status,order_total
2750,252,2024-11-01 14:26:25.844563,Completed,1432.85
2751,252,2024-12-10 14:26:25.844652,Completed,1280.52
2752,252,2024-12-29 14:26:25.844719,Completed,1252.63
2753,252,2025-01-31 14:26:25.844771,Completed,430.19000000000005
2754,252,2025-03-25 14:26:25.844819,Completed,652.1800000000001
2755,253,2026-01-23 14:26:25.845322,Cancelled,648.4
2756,253,2025-06-22 14:26:25.845452,Cancelled,902.79
2757,253,2025-06-11 14:26:25.845559,Completed,1077.28
2758,253,2025-06-14 14:26:25.845631,Completed,512.48
2759,253,2026-02-16 14:26:25.845709,Completed,1486.43
2760,253,2026-02-13 14:26:25.845785,Returned,819.9
2761,253,2025-06-24 14:26:25.845852,Completed,940.0600000000001
2762,253,2026-02-16 14:26:25.845917,Returned,505.46000000000004
2763,253,2025-11-13 14:26:25.845987,Completed,417.12
2764,253,2025-07-08 14:26:25.846057,Completed,1606.15
2765,253,2025-10-14 14:26:25.846106,Completed,1679.3100000000002
2766,253,2025-09-10 14:26:25.846152,Returned,54.650000000000006
2767,253,2025-11-24 14:26:25.846197,Cancelled,1065.9
2768,253,2025-09-24 14:26:25.846243,Completed,924.31
2769,253,2025-05-08 14:26:25.846302,Completed,1070.6399999999999
2770,253,2025-08-03 14:26:25.846364,Completed,927.97
2771,253,2025-06-20 14:26:25.846412,Completed,664.66
2772,253,2025-06-01 14:26:25.846459,Completed,1315.43
2773,253,2025-08-09 14:26:25.846519,Completed,643.57
2774,253,2026-03-20 14:26:25.846579,Completed,104.8
2775,253,2026-01-10 14:26:25.846634,Completed,624.99
2776,253,2025-11-18 14:26:25.846688,Completed,790.64
2777,253,2025-09-14 14:26:25.846737,Completed,225.88
2778,253,2026-01-25 14:26:25.846799,Completed,1903.75
2779,253,2025-05-27 14:26:25.846852,Completed,426.90999999999997
2780,253,2025-06-01 14:26:25.846898,Completed,2129.73
2781,253,2025-04-25 14:26:25.846942,Completed,376.03
2782,253,2025-04-18 14:26:25.846987,Completed,782.97
2783,254,2025-06-03 14:26:25.847460,Completed,2214.5499999999997
2784,254,2024-12-01 14:26:25.847573,Completed,234.57
2785,254,2025-07-21 14:26:25.847639,Completed,1129.47
2786,254,2025-10-25 14:26:25.847701,Completed,575.5
2787,254,2025-03-21 14:26:25.847751,Cancelled,830.8199999999999
2788,255,2025-10-12 14:26:25.848207,Cancelled,2266.7799999999997
2789,255,2025-10-29 14:26:25.848300,Completed,1424.8899999999999
2790,255,2025-10-25 14:26:25.848357,Completed,593.79
2791,255,2025-11-10 14:26:25.848407,Completed,897.55
2792,255,2025-07-25 14:26:25.848458,Returned,2156.65
2793,256,2024-10-19 14:26:25.848890,Completed,289.07
2794,256,2024-12-06 14:26:25.848973,Completed,930.3999999999999
2795,256,2024-09-12 14:26:25.849048,Completed,1196.75
2796,257,2024-03-12 14:26:25.849520,Completed,961.47
2797,257,2024-04-08 14:26:25.849624,Completed,1726.7
2798,258,2023-11-11 14:26:25.850050,Completed,1442.28
2799,258,2024-08-22 14:26:25.850169,Completed,423.79999999999995
2800,259,2025-08-20 14:26:25.850643,Completed,2826.37
2801,259,2025-07-11 14:26:25.850754,Completed,54.2
2802,259,2025-06-25 14:26:25.850820,Completed,27.62
2803,259,2025-09-06 14:26:25.850875,Cancelled,2156.63
2804,259,2026-02-16 14:26:25.850924,Completed,110.5
2805,259,2025-06-26 14:26:25.850972,Completed,2017.3899999999999
2806,259,2025-12-25 14:26:25.851029,Completed,1336.95
2807,259,2026-02-11 14:26:25.851092,Completed,495.7
2808,259,2025-10-08 14:26:25.851143,Returned,1267.88
2809,259,2025-03-18 14:26:25.851208,Completed,670.87
2810,259,2025-06-30 14:26:25.851265,Cancelled,2306.9700000000003
2811,259,2025-08-22 14:26:25.851312,Completed,343.47
2812,259,2026-01-06 14:26:25.851359,Cancelled,1104.03
2813,259,2025-06-21 14:26:25.851403,Completed,38.13
2814,259,2025-05-29 14:26:25.851452,Completed,938.8
2815,260,2025-12-25 14:26:25.851993,Completed,759.75
2816,260,2026-03-08 14:26:25.852098,Cancelled,619.05
2817,260,2025-11-30 14:26:25.852178,Cancelled,166.89000000000001
2818,260,2026-03-21 14:26:25.852234,Completed,1586.18
2819,260,2025-08-16 14:26:25.852300,Cancelled,948.4200000000001
2820,260,2026-03-12 14:26:25.852364,Completed,688.61
2821,260,2025-10-04 14:26:25.852415,Completed,1521.6
2822,260,2025-04-11 14:26:25.852466,Completed,683.49
2823,260,2025-12-26 14:26:25.852533,Completed,1452.69
2824,260,2025-11-17 14:26:25.852582,Completed,335.11
2825,260,2025-09-30 14:26:25.852627,Completed,1023.78
2826,260,2025-08-12 14:26:25.852693,Completed,2115.0
2827,260,2025-07-22 14:26:25.852748,Completed,685.12
2828,260,2025-09-15 14:26:25.852795,Completed,1346.19
2829,260,2025-05-16 14:26:25.852840,Completed,640.8
2830,260,2026-02-02 14:26:25.852885,Completed,369.06
2831,260,2025-04-23 14:26:25.852929,Completed,2347.63
2832,260,2026-03-22 14:26:25.852984,Completed,303.55
2833,260,2025-12-04 14:26:25.853029,Completed,666.45
2834,260,2025-09-28 14:26:25.853089,Completed,139.08
2835,261,2025-08-18 14:26:25.853592,Completed,985.98
2836,261,2025-03-19 14:26:25.853690,Completed,1861.23
2837,261,2025-01-20 14:26:25.853756,Completed,393.39
2838,261,2025-02-07 14:26:25.853823,Completed,960.4200000000001
2839,261,2025-05-21 14:26:25.853886,Completed,1201.28
2840,261,2025-05-24 14:26:25.853936,Completed,518.22
2841,261,2025-08-25 14:26:25.853984,Returned,1112.6
2842,261,2025-07-07 14:26:25.854030,Returned,795.26
2843,261,2024-11-29 14:26:25.854075,Completed,807.52
2844,261,2025-10-01 14:26:25.854120,Completed,2261.0299999999997
2845,261,2025-06-24 14:26:25.854164,Completed,3277.7
2846,261,2025-11-02 14:26:25.854208,Completed,1680.05
2847,261,2025-05-03 14:26:25.854252,Cancelled,1178.01
2848,261,2025-10-22 14:26:25.854305,Completed,541.56
2849,262,2025-11-23 14:26:25.854797,Completed,933.76
2850,262,2025-04-19 14:26:25.854920,Completed,111.42
2851,262,2025-11-21 14:26:25.855000,Returned,652.9000000000001
2852,262,2025-04-04 14:26:25.855054,Completed,723.71
2853,262,2025-12-01 14:26:25.855104,Completed,105.65
2854,262,2025-10-30 14:26:25.855151,Completed,1232.29
2855,262,2025-04-17 14:26:25.855197,Completed,417.66
2856,262,2025-08-19 14:26:25.855241,Completed,934.8199999999999
2857,262,2025-06-27 14:26:25.855286,Completed,847.69
2858,262,2026-03-06 14:26:25.855329,Cancelled,138.12
2859,262,2025-04-01 14:26:25.855374,Cancelled,416.6
2860,262,2026-03-12 14:26:25.855436,Cancelled,32.14
2861,262,2025-07-17 14:26:25.855496,Completed,1177.21
2862,262,2026-01-08 14:26:25.855550,Completed,154.46
2863,262,2025-04-19 14:26:25.855614,Completed,624.15
2864,262,2025-12-18 14:26:25.855687,Completed,1161.9
2865,262,2025-05-13 14:26:25.855738,Completed,635.76
2866,263,2025-05-28 14:26:25.856199,Completed,184.72
2867,263,2025-10-30 14:26:25.856301,Completed,784.62
2868,263,2025-04-05 14:26:25.856365,Completed,1652.1000000000001
2869,263,2025-04-06 14:26:25.856436,Completed,1067.56
2870,263,2025-05-10 14:26:25.856521,Completed,767.09
2871,263,2025-11-15 14:26:25.856575,Completed,2537.07
2872,263,2025-08-31 14:26:25.856621,Completed,184.32
2873,263,2025-09-24 14:26:25.856684,Completed,432.88000000000005
2874,263,2025-10-08 14:26:25.856754,Completed,380.51
2875,263,2025-08-12 14:26:25.856800,Completed,2049.79
2876,263,2025-11-26 14:26:25.856845,Completed,470.34
2877,263,2025-12-14 14:26:25.856888,Completed,1388.16
2878,263,2025-08-09 14:26:25.856944,Completed,2101.41
2879,263,2025-11-01 14:26:25.856989,Completed,2673.53
2880,263,2025-04-23 14:26:25.857045,Completed,1295.15
2881,263,2025-07-12 14:26:25.857105,Completed,2442.96
2882,263,2025-05-20 14:26:25.857168,Completed,176.14
2883,263,2025-09-13 14:26:25.857213,Completed,861.75
2884,263,2025-06-09 14:26:25.857257,Completed,1932.95
2885,263,2026-02-11 14:26:25.857302,Completed,1324.9299999999998
2886,263,2026-04-01 14:26:25.857352,Cancelled,912.9100000000001
2887,263,2025-07-17 14:26:25.857403,Completed,1367.98
2888,264,2023-11-21 14:26:25.857913,Completed,985.81
2889,264,2023-12-18 14:26:25.858021,Completed,185.13
2890,265,2024-07-26 14:26:25.858448,Completed,831.12
2891,265,2025-05-17 14:26:25.858556,Completed,363.88
2892,265,2024-11-07 14:26:25.858618,Completed,1024.85
2893,265,2025-06-09 14:26:25.858695,Completed,1204.5
2894,266,2025-10-24 14:26:25.859129,Completed,2225.63
2895,266,2025-11-01 14:26:25.859245,Completed,791.99
2896,266,2025-04-13 14:26:25.859318,Completed,932.08
2897,266,2025-03-15 14:26:25.859389,Completed,739.81
2898,266,2025-04-15 14:26:25.859464,Completed,149.55
2899,267,2025-07-04 14:26:25.859950,Completed,543.67
2900,267,2025-11-22 14:26:25.860072,Cancelled,191.94
2901,267,2026-02-24 14:26:25.860139,Completed,1606.38
2902,267,2025-05-22 14:26:25.860194,Completed,179.26
2903,268,2024-12-11 14:26:25.860625,Completed,279.83
2904,268,2025-09-14 14:26:25.860719,Completed,1216.1
2905,268,2025-11-11 14:26:25.860788,Cancelled,1633.5
2906,268,2024-12-24 14:26:25.860851,Completed,291.63
2907,268,2025-03-15 14:26:25.860901,Returned,126.07
2908,268,2025-06-26 14:26:25.860957,Completed,45.48
2909,268,2025-07-15 14:26:25.861017,Completed,1644.37
2910,268,2025-04-24 14:26:25.861086,Completed,425.03999999999996
2911,268,2025-05-01 14:26:25.861141,Cancelled,1241.7
2912,268,2025-05-10 14:26:25.861187,Completed,1007.62
2913,268,2025-11-06 14:26:25.861234,Completed,304.26
2914,268,2025-01-30 14:26:25.861279,Completed,1119.26
2915,268,2024-11-27 14:26:25.861325,Completed,788.1
2916,268,2025-02-05 14:26:25.861369,Cancelled,579.76
2917,268,2025-08-19 14:26:25.861429,Completed,2523.85
2918,269,2025-04-03 14:26:25.861982,Completed,642.31
2919,269,2025-06-20 14:26:25.862095,Completed,715.52
2920,269,2025-04-28 14:26:25.862163,Completed,2345.17
2921,269,2025-07-20 14:26:25.862239,Returned,1169.28
2922,269,2025-04-11 14:26:25.862322,Completed,1690.96
2923,269,2025-09-18 14:26:25.862393,Completed,1151.3899999999999
2924,269,2025-07-04 14:26:25.862446,Cancelled,304.98
2925,269,2025-10-18 14:26:25.862511,Completed,364.74
2926,270,2025-11-22 14:26:25.863049,Completed,355.53
2927,270,2025-09-25 14:26:25.863145,Completed,180.11
2928,270,2026-01-04 14:26:25.863201,Completed,1002.16
2929,270,2025-06-26 14:26:25.863254,Completed,2079.54
2930,270,2025-12-19 14:26:25.863324,Cancelled,1166.59
2931,270,2025-10-13 14:26:25.863392,Completed,897.5
2932,270,2025-05-12 14:26:25.863456,Completed,900.11
2933,270,2025-11-21 14:26:25.863523,Returned,316.3
2934,270,2025-03-11 14:26:25.863572,Completed,314.7
2935,270,2025-09-04 14:26:25.863619,Completed,736.55
2936,270,2025-03-24 14:26:25.863689,Completed,677.4200000000001
2937,270,2026-01-08 14:26:25.863760,Cancelled,2333.11
2938,270,2025-11-01 14:26:25.863828,Completed,991.58
2939,270,2025-08-25 14:26:25.863889,Completed,1318.21
2940,270,2025-10-31 14:26:25.863950,Completed,105.06
2941,270,2025-09-18 14:26:25.863998,Completed,701.76
2942,270,2025-07-22 14:26:25.864048,Completed,151.48000000000002
2943,270,2025-09-06 14:26:25.864114,Completed,471.59
2944,271,2025-07-22 14:26:25.864780,Completed,1300.16
2945,271,2026-01-15 14:26:25.864910,Completed,1419.8799999999999
2946,271,2025-07-19 14:26:25.864978,Cancelled,1536.55
2947,271,2026-02-17 14:26:25.865049,Completed,319.64
2948,271,2025-04-26 14:26:25.865119,Completed,1367.8700000000001
2949,272,2025-03-15 14:26:25.865631,Completed,665.99
2950,272,2024-08-22 14:26:25.865750,Completed,901.02
2951,272,2025-01-11 14:26:25.865833,Completed,741.47
2952,272,2024-08-07 14:26:25.865890,Completed,746.8199999999999
2953,272,2025-02-18 14:26:25.865941,Completed,290.59
2954,272,2024-05-07 14:26:25.865991,Completed,636.76
2955,273,2025-04-28 14:26:25.866462,Completed,444.49
2956,273,2025-10-29 14:26:25.866585,Completed,962.7
2957,273,2025-09-09 14:26:25.866647,Completed,791.1
2958,273,2025-09-16 14:26:25.866709,Completed,954.2099999999999
2959,273,2025-08-15 14:26:25.866784,Completed,148.67
2960,273,2025-06-03 14:26:25.866851,Completed,463.0
2961,273,2025-04-30 14:26:25.866916,Completed,1228.62
2962,273,2025-02-07 14:26:25.866970,Completed,1764.5
2963,273,2025-04-05 14:26:25.867018,Completed,2045.1799999999998
2964,273,2025-09-13 14:26:25.867064,Completed,540.87
2965,273,2025-06-17 14:26:25.867109,Completed,607.96
2966,273,2025-08-25 14:26:25.867153,Completed,1910.11
2967,273,2025-10-15 14:26:25.867197,Returned,1351.68
2968,274,2025-08-06 14:26:25.867737,Completed,1351.83
2969,274,2025-05-28 14:26:25.867867,Returned,633.98
2970,274,2024-12-15 14:26:25.867940,Completed,363.72
2971,274,2025-10-06 14:26:25.868015,Completed,1622.4299999999998
2972,274,2025-11-02 14:26:25.868070,Cancelled,1973.84
2973,274,2025-03-18 14:26:25.868119,Completed,1220.76
2974,274,2025-06-17 14:26:25.868169,Completed,800.71
2975,274,2025-07-20 14:26:25.868219,Completed,1161.8400000000001
2976,274,2025-08-10 14:26:25.868282,Completed,379.53999999999996
2977,274,2025-01-13 14:26:25.868343,Completed,1168.07
2978,275,2026-01-17 14:26:25.868863,Completed,869.58
2979,275,2025-05-14 14:26:25.868987,Completed,1323.03
2980,275,2025-08-14 14:26:25.869058,Completed,804.99
2981,275,2025-05-04 14:26:25.869128,Returned,819.05
2982,275,2025-08-17 14:26:25.869179,Completed,294.52
2983,275,2025-08-30 14:26:25.869227,Completed,2466.25
2984,275,2025-08-17 14:26:25.869276,Completed,1823.32
2985,275,2025-07-23 14:26:25.869322,Completed,2453.54
2986,275,2025-09-09 14:26:25.869395,Completed,164.98000000000002
2987,275,2026-03-22 14:26:25.869459,Completed,418.02
2988,275,2026-03-05 14:26:25.869548,Completed,963.75
2989,275,2025-06-24 14:26:25.869603,Completed,1614.08
2990,275,2025-12-12 14:26:25.869651,Completed,915.06
2991,275,2025-09-14 14:26:25.869715,Returned,2002.4800000000002
2992,275,2026-03-17 14:26:25.869763,Completed,1037.6
2993,276,2026-03-13 14:26:25.870272,Completed,1532.83
2994,276,2025-04-10 14:26:25.870377,Completed,626.62
2995,276,2026-03-20 14:26:25.870455,Completed,580.86
2996,276,2025-05-06 14:26:25.870539,Cancelled,318.74
2997,276,2025-11-15 14:26:25.870608,Completed,184.37
2998,276,2025-11-27 14:26:25.870672,Completed,260.28
2999,276,2025-04-01 14:26:25.870757,Completed,1261.3400000000001
3000,277,2026-02-02 14:26:25.871232,Completed,1108.97
3001,277,2025-09-11 14:26:25.871332,Completed,847.0
3002,277,2025-07-12 14:26:25.871388,Completed,273.54
3003,277,2025-05-29 14:26:25.871454,Cancelled,730.51
3004,277,2025-10-21 14:26:25.871560,Completed,88.18
3005,278,2025-10-26 14:26:25.871997,Cancelled,2578.34
3006,278,2025-10-30 14:26:25.872106,Completed,221.78
3007,278,2025-08-06 14:26:25.872187,Completed,214.46
3008,278,2025-07-04 14:26:25.872245,Completed,2399.37
3009,278,2025-05-26 14:26:25.872297,Completed,650.53
3010,278,2025-07-02 14:26:25.872359,Completed,1546.25
3011,278,2025-10-06 14:26:25.872428,Completed,86.28
3012,278,2025-08-17 14:26:25.872480,Completed,156.54
3013,278,2025-04-10 14:26:25.872571,Completed,445.46
3014,279,2025-08-27 14:26:25.873023,Completed,270.0
3015,279,2025-11-22 14:26:25.873108,Completed,1139.76
3016,279,2025-12-04 14:26:25.873174,Completed,493.26
3017,279,2025-08-04 14:26:25.873240,Completed,437.79999999999995
3018,279,2026-02-17 14:26:25.873290,Completed,22.01
3019,279,2025-11-02 14:26:25.873337,Completed,317.74
3020,279,2025-11-04 14:26:25.873385,Cancelled,186.25
3021,279,2025-12-21 14:26:25.873436,Completed,399.14
3022,279,2025-11-10 14:26:25.873523,Completed,760.92
3023,279,2026-02-15 14:26:25.873604,Returned,316.77
3024,279,2025-05-01 14:26:25.873661,Completed,263.67
3025,279,2025-06-13 14:26:25.873722,Cancelled,1442.25
3026,279,2025-12-02 14:26:25.873767,Completed,1469.08
3027,280,2025-04-22 14:26:25.874221,Completed,666.54
3028,280,2026-03-02 14:26:25.874314,Completed,385.71
3029,280,2025-09-10 14:26:25.874373,Completed,478.41
3030,280,2025-04-28 14:26:25.874425,Completed,60.02
3031,280,2025-11-11 14:26:25.874475,Completed,917.99
3032,280,2025-06-21 14:26:25.874557,Completed,548.99
3033,280,2025-05-06 14:26:25.874620,Completed,1039.48
3034,280,2026-02-25 14:26:25.874700,Completed,1502.12
3035,280,2025-05-21 14:26:25.874758,Completed,1118.3600000000001
3036,280,2026-02-25 14:26:25.874805,Completed,2834.64
3037,280,2025-04-17 14:26:25.874851,Completed,135.03
3038,280,2026-01-25 14:26:25.874895,Returned,280.86
3039,280,2025-04-21 14:26:25.874939,Completed,345.39
3040,280,2026-03-11 14:26:25.874983,Cancelled,1298.58
3041,280,2026-02-25 14:26:25.875027,Completed,196.31
3042,280,2025-04-02 14:26:25.875086,Completed,440.1
3043,280,2026-01-21 14:26:25.875132,Completed,125.86
3044,280,2025-08-20 14:26:25.875176,Completed,994.88
3045,280,2025-08-06 14:26:25.875221,Completed,255.37
3046,280,2025-09-08 14:26:25.875280,Completed,1997.0
3047,280,2026-01-17 14:26:25.875327,Completed,3110.47
3048,280,2025-06-14 14:26:25.875388,Completed,975.78
3049,280,2025-11-12 14:26:25.875436,Completed,1314.4699999999998
3050,280,2025-07-22 14:26:25.875480,Completed,62.52
3051,280,2025-03-27 14:26:25.875565,Completed,721.62
3052,280,2026-01-02 14:26:25.875626,Completed,1032.4
3053,281,2025-03-29 14:26:25.876140,Completed,854.03
3054,281,2026-02-10 14:26:25.876257,Completed,1296.94
3055,281,2025-09-13 14:26:25.876331,Completed,1773.63
3056,281,2025-07-14 14:26:25.876399,Completed,657.4300000000001
3057,281,2025-03-13 14:26:25.876471,Completed,446.81
3058,281,2025-12-25 14:26:25.884602,Completed,2247.87
3059,281,2025-03-12 14:26:25.884731,Completed,1148.5500000000002
3060,281,2025-05-24 14:26:25.884803,Completed,497.04
3061,281,2025-09-29 14:26:25.884862,Cancelled,1335.69
3062,281,2025-04-02 14:26:25.884927,Cancelled,1030.32
3063,281,2025-04-10 14:26:25.884988,Completed,1280.1200000000001
3064,281,2025-02-21 14:26:25.885048,Completed,2097.56
3065,281,2025-12-06 14:26:25.885095,Completed,953.52
3066,281,2025-07-15 14:26:25.885140,Completed,882.39
3067,281,2025-12-23 14:26:25.885186,Completed,698.24
3068,281,2025-05-29 14:26:25.885231,Completed,937.0600000000001
3069,281,2025-04-04 14:26:25.885276,Cancelled,2377.3900000000003
3070,281,2025-12-16 14:26:25.885320,Completed,82.89
3071,281,2025-09-23 14:26:25.885363,Completed,1013.76
3072,282,2025-07-29 14:26:25.885922,Completed,1842.2799999999997
3073,282,2025-12-29 14:26:25.886026,Completed,1611.65
3074,282,2025-06-02 14:26:25.886105,Completed,1245.3200000000002
3075,282,2025-12-28 14:26:25.886170,Returned,294.9
3076,282,2025-11-26 14:26:25.886219,Completed,383.71
3077,282,2025-07-16 14:26:25.886266,Completed,959.1800000000001
3078,282,2025-12-27 14:26:25.886316,Completed,3051.96
3079,282,2025-10-08 14:26:25.886363,Completed,413.29
3080,282,2025-04-14 14:26:25.886408,Completed,1459.42
3081,282,2025-09-12 14:26:25.886457,Completed,242.48
3082,282,2025-11-09 14:26:25.886547,Completed,528.4
3083,282,2026-01-17 14:26:25.886602,Completed,692.93
3084,282,2026-03-20 14:26:25.886657,Completed,1843.9
3085,282,2025-07-03 14:26:25.886724,Completed,997.12
3086,282,2025-07-29 14:26:25.886794,Completed,767.31
3087,282,2025-12-24 14:26:25.886849,Completed,385.3
3088,282,2025-04-22 14:26:25.886905,Completed,1576.0700000000002
3089,282,2025-08-06 14:26:25.886966,Completed,357.12
3090,282,2025-10-22 14:26:25.887027,Completed,1243.73
3091,282,2025-12-10 14:26:25.887081,Completed,125.16
3092,282,2026-04-08 14:26:25.887145,Completed,1347.77
3093,282,2026-04-03 14:26:25.887210,Completed,980.7900000000001
3094,282,2025-05-01 14:26:25.887263,Completed,741.16
3095,282,2026-02-23 14:26:25.887306,Completed,2553.23
3096,282,2026-02-12 14:26:25.887350,Completed,180.32
3097,282,2025-06-20 14:26:25.887395,Completed,1710.5500000000002
3098,282,2025-05-02 14:26:25.887442,Completed,1213.26
3099,282,2025-07-31 14:26:25.887504,Completed,357.36
3100,282,2026-01-23 14:26:25.887561,Completed,721.23
3101,282,2026-02-22 14:26:25.887606,Completed,875.28
3102,282,2025-07-22 14:26:25.887651,Completed,1092.75
3103,282,2026-03-02 14:26:25.887705,Completed,967.98
3104,282,2026-02-17 14:26:25.887762,Completed,519.21
3105,282,2025-11-29 14:26:25.887817,Completed,155.55
3106,282,2025-05-15 14:26:25.887866,Completed,676.77
3107,282,2025-12-12 14:26:25.887922,Completed,1673.8600000000001
3108,282,2025-08-19 14:26:25.887964,Completed,255.52
3109,282,2025-11-09 14:26:25.888007,Completed,506.31
3110,282,2025-11-25 14:26:25.888050,Returned,1448.1200000000001
3111,282,2025-08-15 14:26:25.888092,Returned,833.13
3112,283,2025-12-18 14:26:25.888685,Cancelled,931.9100000000001
3113,283,2026-02-25 14:26:25.888805,Completed,364.9
3114,283,2025-10-20 14:26:25.888885,Completed,197.56
3115,283,2025-09-14 14:26:25.888948,Completed,558.34
3116,283,2025-04-05 14:26:25.889012,Completed,1436.53
3117,283,2025-10-08 14:26:25.889062,Completed,141.85
3118,283,2025-08-11 14:26:25.889120,Completed,76.55
3119,283,2026-01-17 14:26:25.889165,Completed,613.0600000000001
3120,283,2026-01-28 14:26:25.889211,Completed,44.0
3121,283,2026-02-22 14:26:25.889269,Completed,1563.8999999999999
3122,283,2026-03-13 14:26:25.889317,Cancelled,1287.8100000000002
3123,283,2026-01-06 14:26:25.889378,Completed,200.73
3124,283,2025-04-12 14:26:25.889425,Completed,1293.85
3125,283,2025-04-20 14:26:25.889472,Cancelled,1422.39
3126,283,2025-12-20 14:26:25.889555,Completed,487.0
3127,283,2025-09-30 14:26:25.889606,Completed,854.01
3128,283,2025-09-15 14:26:25.889651,Completed,1401.95
3129,283,2025-08-05 14:26:25.889729,Completed,1355.68
3130,284,2025-02-03 14:26:25.890302,Cancelled,1063.12
3131,284,2024-09-13 14:26:25.890440,Completed,852.96
3132,284,2024-09-28 14:26:25.890554,Completed,1089.81
3133,284,2024-12-19 14:26:25.890616,Completed,519.79
3134,285,2025-08-10 14:26:25.891042,Completed,346.03999999999996
3135,285,2025-11-12 14:26:25.891138,Returned,1073.49
3136,285,2025-09-15 14:26:25.891212,Completed,236.22
3137,285,2025-04-12 14:26:25.891268,Completed,856.04
3138,285,2025-07-30 14:26:25.891338,Completed,945.21
3139,285,2025-08-28 14:26:25.891411,Completed,379.08
3140,285,2025-05-03 14:26:25.891470,Cancelled,250.37
3141,285,2026-01-05 14:26:25.891561,Completed,572.94
3142,285,2026-02-02 14:26:25.891628,Completed,31.99
3143,285,2026-01-23 14:26:25.891705,Completed,1338.74
3144,285,2025-04-09 14:26:25.891775,Completed,1435.22
3145,285,2026-03-01 14:26:25.891840,Completed,850.5899999999999
3146,285,2026-01-09 14:26:25.891901,Cancelled,457.03
3147,285,2026-02-06 14:26:25.891960,Completed,164.82
3148,285,2025-08-30 14:26:25.892014,Cancelled,366.88
3149,285,2025-06-02 14:26:25.892061,Completed,362.94
3150,285,2025-07-27 14:26:25.892134,Completed,1624.02
3151,285,2025-06-13 14:26:25.892190,Completed,1411.65
3152,285,2025-04-18 14:26:25.892246,Completed,554.98
3153,285,2025-08-19 14:26:25.892304,Cancelled,1356.42
3154,285,2025-12-29 14:26:25.892349,Completed,418.03000000000003
3155,285,2025-05-23 14:26:25.892393,Completed,880.47
3156,285,2025-09-18 14:26:25.892439,Completed,1610.5900000000001
3157,285,2025-09-29 14:26:25.892518,Completed,506.19
3158,285,2025-05-22 14:26:25.892573,Completed,1128.38
3159,285,2026-03-17 14:26:25.892623,Completed,375.98
3160,285,2025-04-15 14:26:25.892698,Completed,950.88
3161,286,2024-03-02 14:26:25.893289,Completed,977.17
3162,287,2026-03-06 14:26:25.893858,Completed,1099.16
3163,287,2026-02-25 14:26:25.893972,Completed,299.72
3164,287,2025-11-16 14:26:25.894068,Completed,954.6200000000001
3165,287,2025-04-28 14:26:25.894127,Completed,445.38
3166,287,2025-10-20 14:26:25.894178,Returned,1193.86
3167,287,2026-03-23 14:26:25.894225,Completed,1071.51
3168,287,2025-04-03 14:26:25.894289,Completed,95.55000000000001
3169,287,2025-04-16 14:26:25.894337,Completed,306.46
3170,287,2025-07-04 14:26:25.894382,Completed,942.5699999999999
3171,287,2025-06-07 14:26:25.894429,Completed,958.11
3172,287,2025-06-13 14:26:25.894529,Completed,149.5
3173,287,2025-12-05 14:26:25.894610,Completed,697.4
3174,287,2025-04-21 14:26:25.894690,Completed,940.5600000000001
3175,287,2025-10-07 14:26:25.894754,Completed,2283.28
3176,287,2025-07-07 14:26:25.894820,Completed,1150.05
3177,287,2025-07-05 14:26:25.894868,Cancelled,373.7
3178,287,2025-04-11 14:26:25.894921,Completed,482.98
3179,287,2025-04-05 14:26:25.894986,Completed,1577.57
3180,287,2025-05-17 14:26:25.895051,Cancelled,581.05
3181,287,2026-02-09 14:26:25.895125,Completed,270.22
3182,287,2025-08-20 14:26:25.895190,Completed,427.54999999999995
3183,287,2025-04-25 14:26:25.895252,Completed,1079.03
3184,287,2025-11-22 14:26:25.895313,Cancelled,534.46
3185,287,2025-07-26 14:26:25.895377,Completed,1174.7
3186,287,2025-10-03 14:26:25.895440,Cancelled,1060.45
3187,287,2025-04-24 14:26:25.895521,Completed,1019.25
3188,287,2025-04-17 14:26:25.895589,Completed,1160.8600000000001
3189,287,2025-05-05 14:26:25.895652,Cancelled,1120.09
3190,288,2025-01-10 14:26:25.896257,Completed,893.49
3191,288,2024-12-13 14:26:25.896359,Completed,232.83
3192,288,2025-09-25 14:26:25.896434,Completed,1381.17
3193,288,2025-10-17 14:26:25.896522,Completed,494.64
3194,288,2024-11-27 14:26:25.896594,Cancelled,121.68
3195,288,2025-08-03 14:26:25.896662,Completed,162.76
3196,288,2025-02-06 14:26:25.896741,Completed,1159.89
3197,289,2025-07-28 14:26:25.897207,Completed,158.48000000000002
3198,289,2025-09-12 14:26:25.897313,Completed,942.39
3199,289,2025-02-11 14:26:25.897389,Completed,319.24
3200,289,2025-05-09 14:26:25.897463,Completed,1209.44
3201,289,2025-06-19 14:26:25.897552,Completed,1235.15
3202,289,2025-05-04 14:26:25.897627,Returned,621.46
3203,289,2025-05-31 14:26:25.897708,Completed,417.68000000000006
3204,289,2025-09-25 14:26:25.897782,Completed,806.3199999999999
3205,289,2025-02-03 14:26:25.897845,Returned,687.66
3206,289,2025-06-28 14:26:25.897913,Completed,383.60999999999996
3207,289,2025-01-12 14:26:25.897968,Completed,2104.56
3208,289,2024-11-25 14:26:25.898023,Completed,1004.0200000000001
3209,290,2025-06-25 14:26:25.898517,Cancelled,145.7
3210,290,2025-09-13 14:26:25.898614,Completed,1031.09
3211,290,2025-03-02 14:26:25.898669,Cancelled,1562.87
